코 드,적용일자,품 명,규 격,단 위,상한금액,제조회사,재 질,수입업소,급여구분,구분변경
J4103183,20250401,REN,전규격,1EA,246330,KANEKA CORPORATION,NYLON 12 COPOLYMER 등,(주)엠아이텍,급여,
J4104001,20250401,FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM,전규격,1EA,1288000,BOSTON SCIENTIFIC CORPORATION,POLYURETHANE,보스톤사이언티픽코리아,급여,
J4104013,20250401,ANGIOGUARD RX EMBOLI CAPTURE GUIDEWIRE SYSTEM,전규격,1EA,1288000,CORDIS CORPORATION,NITINOL/ STAINLESS STEEL/ PLATINUM/IRIDIUM등,코디스코리아 유한회사,급여,
J4104040,20250401,EMBOSHIELD NAV6 EMBOLIC PROTECTION SYSTEM,전규격,1EA,1288000,ABBOTT VASCULAR,NYLON 11 BESVO A/ NITINOL 등,애보트메디칼코리아유한회사,급여,
J4104073,20250401,SPIDER FX EMBOLIC PROTECTION DEVICE,전규격,1EA,1288000,EV3 INC,NITINOL/PLATINUM/TUNGSTEN 등,메드트로닉코리아,급여,
J4104083,20250401,EMPRO,전규격,1EA,1288000,MICROVENTION EUROPE,NITINOL/ TANTALUM 등,마이크로벤션코리아(유),급여,
J4104173,20250401,SPIDER RX EMBOLIC PRODUCTION DEVICE,전규격,1EA,1288000,EV3 INC,NITINOL/PLATINUM/TUNGSTEN 등,메드트로닉코리아,급여,
J4105006,20250401,MO.MA ULTRA  DOUBLE PROXIMAL CEREBRAL PROTECTION DEVICE,전규격,1EA,1966200,INVATEC S.P.A,POLYAMID 12 등,메드트로닉코리아,급여,
J4106027,20250401,CELLO EMBOLIC PROTECTION DEVICE ,전규격,1EA,1341110,FUJI,폴리우레탄 + 실리콘 고무 등 ,솔빛메디칼,급여,
J4106064,20250401,BGC EMBOLIC PROTECTION DEVICE ,전규격,1EA,1341110,STRYKER NEUROVASCULAR,POLYETHER BLOCK POLYAMIDE COPLYMER/ SILICON 등,한국스트라이커,급여,
J4106074,20250401,OPTIMO EMBOLIC PROTECTION DEVICE,전규격,1EA,1341110,TOKAI MEDICAL PRODUCTS/INC.,POLYURETHANE 12 등,인터벤션메디칼,급여,
J4106127,20250401,CELLO 2 EMBOLIC PROTECTION DEVICE,전규격,1EA,1341110,FUJI SYSTEMS CORPORATION SHIRAKAWA PLANT,POLYAMIDE/ POLYURETHANCE 등,(주)솔빛메디칼,급여,
J4106160,20250401,BOBBY,전규격,1EA,1341110,MICROVENTION/ INC.,POLYAMIDE 등,마이크로벤션코리아(유),급여,
J4106164,20250401,FLOWGATE2 BALLOON GUIDE CATHETER,전규격,1EA,1341110,STRYKER NEUROVASCULAR,POLYAMIDE COPOLYMER/ SILICON 등,한국스트라이커,급여,
J4106174,20250401,OPTIMO PB EMBOLIC PROTECTION DEVICE,전규격,1EA,1341110,TOKAI MEDICAL PRODUCTS/INC.,폴리우레탄/ 폴리아마이드 12 등,(주)인터벤션메디칼,급여,
J4106175,20250401,EMBOGUARD BALLOON GUIDE CATHETER,전규격,1EA,1341110,NEURAVI LIMITED,POLYAMID/ PTFE 등,한국존슨앤드존슨메디칼,급여,
J4106227,20250401,PARAGON 8F BALLOON GUIDE CATHETER,전규격,1EA,1341110,WALLABY MEDICAL/ INC.,THERMOPLASTIC POLYURETHANE 등,(주)솔빛메디칼,급여,
J4110001,20250401,UROPASS,전규격,1EA,211220,GYRUS ACMI/ INC.,POLYURETHANE 등,올림푸스한국,급여,
J4110005,20250401,PROXIS URETERAL ACCESS SHEATH ,전규격,1EA,211220,C.R. BARD/ INC.,폴리에테르 등  ,벡톤디킨슨코리아(주),급여,
J4110047,20250401,RETRACE URETERAL ACCESS SHEATH ,전규격,1EA,211220,COLOPLAST A/S,PEBA/ PTFE 등,썬텍메디칼,급여,
J4110059,20250401,URETERAL ACCESS SHEATH,전규격,1EA,211220,BLUE NEEM MEDICAL DEVICES PVT. LTD. ,POLYURETHAN 등,(주)정안인터내셔널,급여,
J4110091,20250401,NAVIGATOR HD ACCESS SHEATH,전규격,1EA,211220,BOSTON SCIENTIFIC CORPORATION,폴리우레탄 등,보스톤사이언티픽코리아,급여,
J4111007,20250401,CERTOFIX MONO CATHETER,전규격,1EA,15670,B.BRAUN,POLYURETHANE,비브라운코리아,급여,
J4111009,20250401,SINGLE CVP CATHETER,전규격,1EA,15670,ARROW,POLYURETHANE,케이씨피,급여,
J4111036,20250401,LEADER CATHETER,전규격,1EA,15670,VYGON,POLYETHYLENE,(주)피엔에프케어즈,급여,
J4111038,20250401,EWHA CENTRAL VENOUS CATHETERIZATION SET,SINGLE,1EA,15670,E-WHA BIOMEDICS,POLYURETHANE/ BARIUM SULFATE 등,이화바이오메딕스,급여,
J4111049,20250401,CVC CATHETER,전규격,1EA,15670,HYUP SUNG,POLYURETHANE,협성메디칼,급여,
J4111077,20250401,ABLE CENTRAL VENOUS CATHETER,SINGLE,1EA,15670,GUANGDONG BAIHE MEDICAL TECHNOLOGY CO./ LTD,POLYURETHANE,주현메디칼,급여,
J4111085,20250401,ALTIUS CVC 1 LUMEN,전규격,1EA,15670,KIMAL PLC,폴리우레탄 등,(주)더블유에스아이,급여,
J4111120,20250401,CENTRAL VENOUS CATHETER/ SINGLE,전규격,1EA,15670,SUNG WON MEDICAL,POLYURETHANE,성원메디칼,급여,
J4111123,20250401,EASY-SAFE CENTRAL VENOUS CATHETER(S),SINGLE,1EA,15670,SE-WOON,POLYURETHANE 등,(주)세운메디칼,급여,
J4111136,20250401,SINGLE LUMEN CATHETER,전규격,1EA,15670,INSUNG,POLYETHYLENE,인성메디칼,급여,
J4111139,20250401,CAREFLOW SINGLE,전규격,1EA,15670,MERIT MEDICAL SINGAPORE PTE. LTD.,POLYURETHANE,메리트메디칼코리아㈜,급여,
J4112009,20250401,TWO-LUMEN CVC,DOUBLE,1EA,32520,ARROW,-,케이씨피,급여,
J4112017,20250401,CAVAFIX DUO CATHETER,DOUBLE,1EA,32520,B.BRAUN,POLYURETHANE,비브라운코리아,급여,
J4112049,20250401,CVC CATHETER,DOUBLE,1EA,32520,HYUP SUNG,POLYURETHANE,협성메디칼,급여,
J4112077,20250401,ABLE CENTRAL VENOUS CATHETER,DOUBLE,1EA,32520,GUANGDONG BAIHE MEDICAL TECHNOLOGY CO./ LTD,POLYURETHANE,주현메디칼,급여,
J4112085,20250401,ALTIUS CVC 2 LUMEN,전규격,1EA,32520,KIMAL PLC,폴리우레탄 등,(주)더블유에스아이,급여,
J4112120,20250401,CENTRAL VENOUS CATHETER/ DOUBLE,DOUBLE,1EA,32520,SUNG WON MEDICAL,POLYURETHANE,성원메디칼,급여,
J4112123,20250401,EASY-SAFE CENTRAL VENOUS CATHETER(D),DOUBLE,1EA,32520,SE-WOON,POLYURETHANE 등,(주)세운메디칼,급여,
J4112136,20250401,DOUBLE LUMEN MULTICATHETER,DOUBLE,1EA,32520,IN SUNG,PVC등,인성메디칼,급여,
J4112139,20250401,CAREFLOW DOUBLE,DOUBLE,1EA,32520,MERIT MEDICAL SINGAPORE PTE. LTD.,POLYURETHANE,메리트메디칼코리아㈜,급여,
J4112231,20250401,MULTI-MED CVC,DOUBLE,1EA,32520,EDWARDS LIFESCIENCES,POLYURETHANE,에드워즈라이프사이언시스코리아,급여,
J4113020,20250401,PRIME-S CVC SET,DOUBLE,1EA,59320,SUNG WON MEDICAL,POLYURETHANE/ BARIUM SULFATE/ SILVER POWDER 등,성원메디칼,급여,
J4113023,20250401,BACTI LOCK CENTRAL VENOUS CATHETER,DOUBLE,1EA,59320,SE-WOON,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,세운메디칼,급여,
J4113036,20250401,REVOLUTION DOUBLE LUMEN CVC,DOUBLE,1EA,59320,IN SUNG,POLYURETHANE/ BARIUM SULFATE/NOVARON AG,인성메디칼,급여,
J4113038,20250401,BIOLINE,DOUBLE,1EA,59320,E-WHA BIOMEDICS,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,이화바이오메딕스,급여,
J4113109,20250401,GARD BLUE DOUBLE CVC,DOUBLE,1EA,59320,ARROW,-,케이씨피,급여,
J4113138,20250401,BIOLINE EM,DOUBLE,1EA,59320,E-WHA BIOMEDICS,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,(주)이화바이오메딕스,급여,
J4114007,20250401,CERTOFIX TRIO,TRIPLE,1EA,41370,B.BRAUN,POLYURETHANE,비브라운코리아,급여,
J4114009,20250401,CVC TRIPLE-LUMEN CVC,TRIPLE,1EA,41370,ARROW,-,케이씨피,급여,
J4114049,20250401,CVC CATHETER,TRIPLE,1EA,41370,HYUP SUNG,POLYURETHANE,협성메디칼,급여,
J4114077,20250401,ABLE CENTRAL VENOUS CATHETER,TRIPLE,1EA,41370,GUANGDONG BAIHE MEDICAL TECHNOLOGY CO./ LTD,POLYURETHANE,주현메디칼,급여,
J4114085,20250401,ALTIUS CVC 3/4/5 LUMEN,전규격,1EA,41370,KIMAL PLC,폴리우레탄 등,(주)더블유에스아이,급여,
J4114120,20250401,CENTRAL VENOUS CATHETER/ TRIPLE,TRIPLE,1EA,41370,SUNG WON MEDICAL,POLYURETHANE,성원메디칼,급여,
J4114123,20250401,EASY-SAFE CENTRAL VENOUS CATHETER(T),TRIPLE,1EA,41370,SE-WOON,POLYURETHANE 등,(주)세운메디칼,급여,
J4114139,20250401,CAREFLOW TRIPLE,TRIPLE,1EA,41370,MERIT MEDICAL SINGAPORE PTE. LTD.,POLYURETHANE,메리트메디칼코리아㈜,급여,
J4114231,20250401,MULTI-MED CVC,TRIPLE,1EA,41370,EDWARDS LIFESCIENCES,POLYURETHANE,에드워즈라이프사이언시스코리아,급여,
J4115020,20250401,PRIME-S CVC SET,TRIPLE,1EA,90500,SUNG WON MEDICAL,POLYURETHANE/ BARIUM SULFATE/ SILVER POWDER 등,성원메디칼,급여,
J4115023,20250401,BACTI LOCK CENTRAL VENOUS CATHETER,TRIPLE,1EA,90500,SE-WOON,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,세운메디칼,급여,
J4115036,20250401,REVOLUTION TRIPLE LUMEN CVC,TRIPLE,1EA,80230,IN SUNG,POLYURETHANE/ BARIUM SULFATE/NOVARON AG,인성메디칼,급여,
J4115038,20250401,BIOLINE,TRIPLE,1EA,90500,E-WHA BIOMEDICS,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,이화바이오메딕스,급여,
J4115109,20250401,GARD BLUE TRIPLE CVC,TRIPLE,1EA,90500,ARROW,-,케이씨피,급여,
J4115138,20250401,BIOLINE EM,TRIPLE,1EA,90500,E-WHA BIOMEDICS,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,(주)이화바이오메딕스,급여,
J4116009,20250401,GARD BLUE QUAD-LUMEN CVC,QUAD,1EA,90500,ARROW INTERNATIONAL INC,-,케이씨피,급여,
J4116109,20250401,ARROW GARD BLUE PLUS QUAD-LUMEN CVC,QUAD,1EA,90500,ARROW INTERNATIONAL INC,POLYURETHANE POLYMER 등,케이씨피,급여,
J4117020,20250401,PRIME-S CVC SET,SINGLE,1EA,38530,SUNG WON MEDICAL,POLYURETHANE/ BARIUM SULFATE/ SILVER POWDER 등,성원메디칼,급여,
J4117023,20250401,BACTI LOCK CENTRAL VENOUS CATHETER,SINGLE,1EA,38530,SE-WOON,POLYURETHANE/ BARIUM SULFATE/ SILVER COMPOUND 등,세운메디칼,급여,
J4118031,20250401,EDWARDS OXIMETRY CENTRAL VENOUS CATHETER,전규격,1EA,217850,EDWARDS LIFESCIENCES CORPORATION OF PUERTO RICO,PELLETHANE 등,에드워즈라이프사이언시스코리아,급여,
J4118035,20250401,CEVOX CENTRAL VENOUS OXIMETRY PROBE,전규격,1EA,217850,PULSION MEDICAL SYSTEMS AG,POLYURETHANE 등,파브메드,급여,
J4119009,20250401,ARROW ARTERIAL CATHETER,전규격,1EA,15670,ARROW INTERNATIONAL INC,PU/ ACRYLIC POLYCARBONATE 등,케이씨피,급여,
J4119088,20250401,ARROW RADIAL ARTERY CATHETERIZATION SET,전규격,1EA,15670,ARROW INTERNATIONAL INC.,POLYETHER-POLYURETHANE/ ACRYLIC 등,텔레플렉스코리아(유),급여,
J4119188,20250401,ARROW ARTERIAL CATHETERIZATION SET,전규격,1EA,15670,ARROW INTERNATIONAL INC.(SUBSIDIARY OF TELEFLEX/ INCORPORATED) ,POLYURETHANE/ POLYCARBONATE 등,텔레플렉스코리아(유),급여,
J4119288,20250401,ARROW ARTERIAL CATHETERIZATION SET (18/20/22GA),전규격,1EA,15670,ARROW INTERNATIONAL INC.(SUBSIDIARY OF TELEFLEX/ INCORPORATED),POLYURETHAN/ POLYCARBONATE 등,텔레플렉스코리아(유),급여,
J4119289,20250401,A-CATH,전규격,1EA,15670,E-WHA BIOMEDICS,THERMOPLASTIC POLYURETHANE ELASTOMER,(주)이화바이오메딕스,급여,
J4120025,20250401,ABLE,SINGLE,1EA,15390,GUANGDONG BAIHE MEDICAL TECHNOLOGY CO./ LTD.,PVC 등,(주)메디칼케이,급여,
J4120031,20250401,TRU-WAVE DPT KIT,SINGLE,1EA,15390,EDWARDS LIFESCIENCES,-,에드워즈라이프사이언시스코리아,급여,
J4120040,20250401,TRANSPAC,SINGLE,1EA,15390,ICU MEDICAL,PVC외,서린시스템,급여,
J4120065,20250401,LOGICAL MONITORING KIT,SINGLE,1EA,15390,SMITHS MEDICAL,-,메디피아아이앤씨㈜,급여,
J4120131,20250401,TRU-WAVE DPT SINGLE KIT,SINGLE,1EA,15390,EDWARDS LIFESCIENCES LLC,폴리카보네이트 외,에드워즈라이프사이언시스코리아,급여,
J4120135,20250401,AUTOTRANSDUCER,SINGLE,1EA,15390,ACE MEDICAL,PVC외,에이스메디칼,급여,
J4120136,20250401,HIPPOMETRY PRESSURE MONITORING SET,SINGLE,1EA,15390,GLOBALUCK./ LTD.,PC/ PVC 등,글로벌럭(주),급여,
J4120139,20250401,DTXPLUS,SINGLE,1EA,15390,MERIT MEDICAL SINGAPORE PTE. LTD.,폴리카보네이트/ PVC 등 폴리머,메리트메디칼코리아주식회사,급여,
J4120236,20250401,HIPPOMETRY IBP SET,SINGLE,1EA,15390,GLOBALUCK,PC/ PVC 등,글로벌럭(주),급여,
J4121031,20250401,TRU-WAVE DPT KIT,DOUBLE,1EA,33640,EDWARDS LIFESCIENCES,-,에드워즈라이프사이언시스코리아,급여,
J4121040,20250401,TRANSPAC,DOUBLE,1EA,33640,ICU MEDICAL,PVC외,서린시스템,급여,
J4121065,20250401,LOGICAL MONITORING KIT,DOUBLE,1EA,33640,SMITHS MEDICAL,-,메디피아아이앤씨㈜,급여,
J4121131,20250401,TRU-WAVE DPT DOUBLE KIT,DOUBLE,1EA,33640,EDWARDS LIFESCIENCES LLC,폴리카보네이트 외,에드워즈라이프사이언시스코리아,급여,
J4121135,20250401,AUTO TRANSDUCER,DOUBLE,1EA,33640,ACE MEDICAL,PVC외,에이스메디칼,급여,
J4121136,20250401,HIPPOMETRY PRESSURE MONITORING SET,DOUBLE,1EA,33640,GLOBALUCK./ LTD.,PC/ PVC 등,글로벌럭(주),급여,
J4121139,20250401,DTXPLUS,DOUBLE,1EA,33640,MERIT MEDICAL SINGAPORE PTE. LTD.,폴리카보네이트/ PVC 등 폴리머,메리트메디칼코리아주식회사,급여,
J4121236,20250401,HIPPOMETRY IBP SET,DOUBLE,1EA,33640,GLOBALUCK,PC/ PVC 등,글로벌럭(주),급여,
J4122031,20250401,TRU-WAVE DPT KIT,TRIPLE,1EA,41460,EDWARDS LIFESCIENCES,-,에드워즈라이프사이언시스코리아,급여,
J4122039,20250401,DTXPLUS,TRIPLE,1EA,41460,MERIT MEDICAL SINGAPORE PTE. LTD.,폴리카보네이트/ PVC 등 폴리머,메리트메디칼코리아주식회사,급여,
J4122040,20250401,TRANSPAC,TRIPLE,1EA,40730,ICU MEDICAL,PVC외,서린시스템,급여,
J4122065,20250401,LOGICAL MONITORING KIT,TRIPLE,1EA,41460,SMITHS MEDICAL,-,메디피아아이앤씨㈜,급여,
J4122131,20250401,TRU-WAVE DPT TRIPLE KIT,TRIPLE,1EA,41460,EDWARDS LIFESCIENCES LLC,폴리카보네이트 외,에드워즈라이프사이언시스코리아,급여,
J4122135,20250401,AUTO TRANSDUCER,TRIPLE,1EA,41460,ACE MEDICAL,PVC외,에이스메디칼,급여,
J4122136,20250401,HIPPOMETRY PRESSURE MONITORING SET,TRIPLE,1EA,41460,GLOBALUCK./ LTD.,PC/ PVC 등,글로벌럭(주),급여,
J4122236,20250401,HIPPOMETRY IBP SET,TRIPLE,1EA,41460,GLOBALUCK,PC/ PVC 등,글로벌럭(주),급여,
J4123001,20250401,OCCLUDER URINARY TRACT OCCLUSION BALLOON CATHETER,전규격,1EA,251250,BOSTON SCIENTIFIC CORPORATION,Latex 등,보스톤사이언티픽코리아,급여,
J4123002,20250401,UPJ OCCLUSION BALLOON CATHETER,전규격,1EA,251250,COOK INCORPORATED,RADIOPAQUE POLYURETHANE,유한회사 쿡메디칼코리아,급여,
J4123003,20250401,OCCLUDER URINARY TRACT OCCLUSION BALLOON CATHETER,전규격,1EA,251250,BOSTON SCIENTIFIC CORPORATION,LATEX 등,보스톤사이언티픽코리아(주),급여,
J4126003,20250401,ENSNARE,전규격,1EA,423690,MERIT MEDICAL SYSTEMS/ INC,니켈-타이타늄 합금 등,메리트메디칼코리아㈜,급여,
J4126005,20250401,MULTI SNARE SET,전규격,1EA,423690,PFM MEDICAL AG,NITINOL+ PLATINUM,아시안메디칼,급여,
J4126006,20250401,AMPLATZ GOOSE NECK  SNARE,전규격,1EA,423690,EV3 INC,NITINOL CORE/GOLD PLATED TUNGSTEN COIL,메드트로닉코리아,급여,
J4126068,20250401,SNARE RETRIEVAL KIT,전규격,1EA,423690,HERAEUS MEDICAL COMPONENTS/ LLC,GOLD-PLATED TUNGSTEN NITINOL POLYPROPYLENE 등,벡톤디킨슨코리아(주),급여,
J4126076,20250401,ATRIEVE VASCULAR SNARE KIT,전규격,1EA,423690,ARGON MEDICAL DEVICES/INC.,백금/ 니티놀/스테인레스스틸 등,(주)세명엠디,급여,
J4126082,20250401,GUNTHER TULIP FILTER RETRIEVAL SET,전규격,1EA,423690,WILLIAM COOK EUROPE,FLOURINATED ETHYLENE PROPYLENE 등,유한회사 쿡메디칼코리아,급여,
J4126085,20250401,ALN REMOVAL KIT,전규격,1EA,423690,A.L.N.,6 엘브이엠 스테인리스 강 등,(주)에스와이메디케어,급여,
J4126182,20250401,INDY OTW VASCULAR RETRIEVER,전규격,1EA,423690,COOK INCORPORATED,STAINLESS STEEL/ NITINOL 등,유한회사 쿡메디칼코리아,급여,
J4126282,20250401,CLOVERSNARE® 4-LOOP VASCULAR RETRIEVER,전규격,1EA,423690,COOK INCORPORATED,STAINLESS STEEL/ NITINOL 등,유한회사 쿡메디칼코리아,급여,
J4127005,20250401,MULTI SNARE MICRO SET,전규격,1EA,717360,PFM MEDICAL AG,NITINOL+ PLATINUM,아시안메디칼,급여,
J4127006,20250401,AMPLATZ GOOSE NECK MICROSNARE,전규격,1EA,717360,EV3 INC,NITINOL CORE/GOLD PLATED TUNGSTEN COIL,메드트로닉코리아,급여,
J4127016,20250401,ENSNARE MINI,전규격,1EA,717360,MERIT MEDICAL SYSTEMS/ INC,니켈-타이타늄 합금 등,메리트메디칼코리아㈜,급여,
J4130031,20250401,FOGARTY ARTERIAL CATHETER (2Fr),전규격,1EA,94340,EDWARDS LIFESCIENCES TECHNOLOGY SARL,PVC/ 스테인레스스틸 등,에드워즈라이프사이언시스코리아,급여,
J4130043,20250401,LEMAITRE EMBOLECTOMY CATHETERS/ SINGLE LUMEN(2Fr),전규격,1EA,94340,LEMAITRE VASCULAR/INC,PVC/ 스테인레스스틸 등,르메트르 유한회사,급여,
J4131006,20250401,BRAVO PH MONITORING SYSTEM,전규격,1EA,199370,GIVEN IMAGING LTD,ANTIMONY 등,메드트로닉코리아(유),급여,
J4140031,20250401,FOGARTY ARTERIAL CATHETER (3~7Fr),전규격,1EA,83140,EDWARDS LIFESCIENCES TECHNOLOGY SARL,PVC/ 스테인레스스틸 등,에드워즈라이프사이언시스코리아,급여,
J4140043,20250401,LEMAITRE EMBOLECTOMY CATHETERS/ SINGLE LUMEN(3~7Fr),전규격,1EA,83140,LEMAITRE VASCULAR/INC,PVC/ 스테인레스스틸 등,르메트르 유한회사,급여,
J4140131,20250401,FOGARTY VENOUS THROMBECTOMY CATHETER ,전규격,1EA,83140,EDWARDS LIFESCIENCES TECHNOLOGY SARL,PVC/ 스테인레스스틸 등,에드워즈라이프사이언시스코리아,급여,
J4150031,20250401,FOGARTY THRU-LUMEN EMBOLECTOMY CATHETER,전규격,1EA,184860,EDWARDS LIFESCIENCES TECHNOLOGY SARL,PVC/ 스테인레스스틸 등,에드워즈라이프사이언시스코리아,급여,
J4150043,20250401,LEMAITRE EMBOLECTOMY CATHETERS-OVER THE WIRE,전규격,1EA,184860,LEMAITRE VASCULAR/INC,PVC/ 스테인레스스틸 등,르메트르 유한회사,급여,
J4166005,20250401,ROTAREX S,전규격,1EA,1987470,STRAUB MEDICAL AG,PET 등,벡톤디킨슨코리아(주),급여,
J4166011,20250401,JETSTREAM ATHERECTOMY CATHETER,전규격,1EA,1987470,BOSTON SCIENTIFIC CORPORATION,스테인레스 강 외,보스톤사이언티픽코리아,급여,
J4166073,20250401,SILVERHAWK PERIPHERAL PLAQUE EXCISION SYSTEM,전규격,1EA,1987470,EV3/INC,POLYIMIDE/TEFLON,메드트로닉코리아,급여,
J4166092,20250401,ROTAREX S,전규격,1EA,1987470,STRAUB MEDICAL AG.,PEF 등,(주)바소케어,급여,
J4166173,20250401,TURBOHAWK PLAQUE EXCISION SYSTEM,전규격,1EA,1987470,MEDTRONIC/ INC.,465 경화스테인리스강 등,메드트로닉코리아,급여,
J4166273,20250401,HAWKONE DIRECTIONAL ATHERECTOMY SYSTEM,전규격,1EA,1987470,MEDTRONIC/ INC.,STAINLESS STEEL 등 ,메드트로닉코리아(유),급여,
J4176115,20250401,3S THORAPARA DRAINAGE CATHETER,전규격,1EA,62390,DUKWOO MEDICAL,에틸렌 테트라플루오로에틸렌 등,(주)덕우메디칼,급여,
J4176160,20250401,카라혹세트,전규격,1EA,62390,DALIM CORPORATION,ETFE(ETHYLENE TETRA FLUORO ETHYLENE) 외,(주)다림양행,급여,
J4176161,20250401,SB PARA-SENSOR CATHETER,전규격,1EA,62390,SB SCIENCE CO./ LTD. ,304 STAINLESS STEEL/ POLYCARBONATE 등,주식회사 에스비사이언스,급여,
J4201005,20250401,BROVIAC CATHETER,SINGLE,1EA,96030,BARD ACCESS SYSTEMS/ INC.,,벡톤디킨슨코리아(주),급여,
J4201093,20250401,HUMAN CATHETER(NUTRI CATHETER),SINGLE,1EA,96030,IN SUNG,SILICONE,인성메디칼,급여,
J4201105,20250401,POWER HICKMAN CATHETER(SINGLE LUMEN),전규격,1EA,96030,BARD ACCESS SYSTEM/ INC,POLYURETHANE 등,벡톤디킨슨코리아(주),급여,
J4201334,20250401,POWERLINE SINGLE LUMEN,SINGLE LUMEN,1EA,96030,BARD ACCESS SYSTEM/ INC.,POLYURETHANE 등,벡톤디킨슨코리아(주),급여,
J4202001,20250401,VAXCEL PLUS CHRONIC DIALYSIS CATHETER,DOUBLE LUMEN,1EA,122820,ANGIODYNAMICS/ INC,CARBONTHANE/POLYESTER,㈜파미케어,급여,
J4202002,20250401,TPN DOUBLE LUMEN CATHETER,DOUBLE LUMEN,1EA,122820,COOK,SILICONE,쿡메디칼코리아,급여,
J4202005,20250401,HICKMAN CATHETER,DOUBLE,1EA,122820,BARD,-,바드코리아,급여,
J4202010,20250401,HEMO-CATH SILICONE DUAL LUMEN CATHETER,DOUBLE LUMEN,1EA,122820,MEDICAL COMPONENTS/ INC. DBA MEDCOMP,SILICONE,동국생명과학㈜,급여,
J4202011,20250401,SPLIT CATH III,10.0FR(15/18/24CM),1EA,352370,MEDCOMP,폴리우레탄 100%,한국의료기기안전정보원,급여,
J4202051,20250401,PERMCATH DUALUMEN CATHETER,DOUBLE LUMEN,1EA,122820,COVIDIEN LLC.,SILICONE,메드트로닉코리아,급여,
J4202093,20250401,HUMAN CATHETER(LIFE CATHETER),DOUBLE LUMEN,1EA,122820,IN SUNG,SILICONE,인성메디칼,급여,
J4202100,20250401,OPTI-FLOW CATHETER,DOUBLE LUMEN,1EA,122820,BARD REYNOSA,POLYURETHANE,바드코리아,급여,
J4202151,20250401,TAL-PALINDROME DUALUMEN CATHETER,DOUBLE LUMEN,1EA,122820,COVIDIEN LLC.,CARBOTHANE(POLYURETHANE)/SILICONE 등,메드트로닉코리아,급여,
J4202153,20250401,HEMO-FLOW CATHETER,DOUBLE LUMEN     ,1EA,122820,MEDICAL COMPONENTS/ INC. DBA MEDCOMP,POLYURETHANE,동국생명과학㈜,급여,
J4202168,20250401,HEMOSPLIT HEMODIALYSIS CATHETER,DOUBLE LUMEN,1EA,122820,BARD ACCESS SYSTEMS,POLYURETHANE,바드코리아,급여,
J4202205,20250401,PALINDROME PRECISION CATHETER,DOUBLE LUMEN,1EA,122820,COVIDIEN LLC,폴리우레탄/ 폴리카보네이트 등,메드트로닉코리아(유),급여,
J4202268,20250401,HEMOSTAR,DOUBLE LUMEN,1EA,122820,BARD ACCESS SYSTEMS/ INC.,POLYURETHANE,바드코리아,급여,
J4202368,20250401,EQUISTREAM,DOUBLE LUMEN,1EA,122820,BARD ACCESS SYSTEMS/ INC.,폴리우레탄 등,벡톤디킨슨코리아(주),급여,
J4202468,20250401,GLIDEPATH,DOUBLE LUMEN,1EA,122820,BARD ACCESS SYSTEMS/ INC.,폴리우레탄 등,벡톤디킨슨코리아(주),급여,
J4202568,20250401,POWER HICKMAN CATHETER(DOUBLE LUMEN),전규격,1EA,122820,BARD ACCESS SYSTEM/ INC,POLYURETHANE 등,벡톤디킨슨코리아(주),급여,
J4202569,20250401,POWERLINE DOUBLE LUMEN,DOUBLE LUMEN,1EA,122820,BARD ACCESS SYSTEM/ INC.,POLYURETHANE 등,벡톤디킨슨코리아(주),급여,
J4202668,20250401,GLIDEPATH SLIM LONG-TERM HEMODIALYSIS CATHETER,DOUBLE LUMEN,1EA,122820,BARD PERIPHERAL VASCULAR/ INC.,폴리우레탄 등,벡톤디킨슨코리아(주),급여,
J4205001,20250401,VAXCEL PORT WITH PASV VALVE,SINGLE PORT,1EA,444890,ANGIODYNAMICS/ INC,포트:TITANIUM,㈜파미케어,급여,
J4205005,20250401,TITANIUM PORT & HICKMAN CATHETER,SINGLE PORT,1EA,444890,BARD,TITANIUM,바드코리아,급여,
