코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
642904521,2026-01-01,급여,2023,,외용,히알큐점안액0.1%(히알루론산나트륨)_(5mg/5mL),5,mL/병,일동제약(주),131,530020COS,전문의약품,,,,,,2025-12-24,,,
642904560,2026-01-01,급여,569,,내복,미카테르정80mg(텔미사르탄)_(80mg/1정),1,정,일동제약(주),214,378802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2013-01-21
642904651,2026-01-01,급여,11730,,주사,히나루본플러스주(히알루론산나트륨)_(20mg/2mL),2,mL/관,일동제약(주),399,530045BIJ,전문의약품,,,,,,2025-12-24,,,
642904900,2026-01-01,급여,1800,,내복,젤로빅정500밀리그램(카페시타빈)_(0.5g/1정),1,정,일동제약(주),421,122702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2013-12-17
642904921,2026-01-01,급여,8082,,주사,히나루본주(히알루론산나트륨)(프리필드)_(25mg/2.5mL),2.5,mL/관,일동제약(주),399,530046BIJ,전문의약품,,,,,,2025-12-24,,,
642904940,2026-01-01,급여,579,,내복,젤로빅정150밀리그램(카페시타빈)_(0.15g/1정),1,정,일동제약(주),421,122701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642904980,2026-01-01,급여,681,,내복,로베틴정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),1,정,일동제약(주),218,454002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-04-11
642905230,2026-01-01,급여,444,,내복,알포칸정(콜린알포세레이트)_(0.4g/1정),1,정,일동제약(주),119,138101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642905250,2026-01-01,급여,3026,,내복,바이큐어정0.5밀리그램(엔테카비르)_(0.53mg/1정),1,정,일동제약(주),391,487202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2015-10-10
642905450,2026-01-01,급여,8827,,내복,테모람캡슐20밀리그램(테모졸로미드)_(20mg/1캡슐),1,캡슐,일동제약(주),421,358202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642905460,2026-01-01,급여,43493,,내복,테모람캡슐100밀리그램(테모졸로미드)_(0.1g/1캡슐),1,캡슐,일동제약(주),421,358203ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642905470,2026-01-01,급여,102340,,내복,테모람캡슐250밀리그램(테모졸로미드)_(0.25g/1캡슐),1,캡슐,일동제약(주),421,358204ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642905710,2026-01-01,급여,24996,,내복,스펙사정250밀리그램(게피티니브)_(0.25g/1정),1,정,일동제약(주),421,453001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2016-12-02
642906220,2026-01-01,급여,10138,,내복,팜비어정750밀리그램(팜시클로비르)_(0.75g/1정),1,정,일동제약(주),629,157202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
642906790,2026-01-01,급여,339,,내복,리나제틴정(리나글립틴)_(5mg/1정),1,정,일동제약(주),396,616401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643102380,2026-01-01,급여,90,,내복,바이틸린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)바이넥스,232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
643104440,2026-01-01,삭제,,,내복,뉴티오정480밀리그램(알티옥트산트로메타민염)_(0.48g/1정),1,정,(주)바이넥스,399,524901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-06-24,,,
643104530,2026-01-01,급여,149,,내복,바이틸린투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,(주)바이넥스,232,430102ATB,전문의약품,,,,,,2025-12-24,,,
643200102,2026-01-01,급여,31499,,외용,데타손연고0.25%(데속시메타손)_(1.125g/450g),450,g/통,동성제약(주),269,141635COM,전문의약품,,,,,,2025-12-24,,,
643200104,2026-01-01,급여,2096,,외용,데타손연고0.25%(데속시메타손)_(75mg/30g),30,g/개,동성제약(주),269,141634COM,전문의약품,,,,,,2025-12-24,,,
643201022,2026-01-01,급여,72445,,외용,카르손크림0.25%(프레드니카르베이트)_(1.125g/450g),450,g/병,동성제약(주),264,216946CCM,전문의약품,,,,,,2025-12-24,,,
643300110,2026-01-01,급여,109,,내복,낙센에프정(나프록센)_(0.5g/1정),1,정,(주)종근당,114,199404ATB,전문의약품,,의약품동등,,,,2025-12-24,,,
643300200,2026-01-01,급여,662,,내복,뉴로패시드오디정600밀리그람(치옥트산)_(0.6g/1정),1,정,(주)종근당,399,250902ATR,전문의약품,,,,,,2025-12-24,,,
643300370,2026-01-01,급여,196,,내복,딜라트렌정6.25mg(카르베딜롤)_(6.25mg/1정),1,정,(주)종근당,214,125003ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643300380,2026-01-01,급여,345,,내복,딜라트렌정12.5mg(카르베딜롤)_(12.5mg/1정),1,정,(주)종근당,214,125001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643300390,2026-01-01,급여,404,,내복,딜라트렌정25mg(카르베딜롤)_(25mg/1정),1,정,(주)종근당,214,125002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643300411,2026-01-01,급여,8742,,주사,딤세프주1그램(세프타지딤수화물)(수출명:딤제프주1그램)_(1g/1병),1,병,(주)종근당,618,128301BIJ,전문의약품,,,,,,2025-12-24,,,
643300660,2026-01-01,급여,707,,내복,리피로우정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.7mg/1정),1,정,(주)종근당,218,111502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643300670,2026-01-01,급여,1223,,내복,리피로우정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),1,정,(주)종근당,218,111503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301001,2026-01-01,급여,627,,내복,볼그레액(철아세틸트랜스페린)_(0.2g/10mL),10,mL/포,(주)종근당,322,379330ALQ,일반의약품,,,,,,2025-12-24,,,
643301010,2026-01-01,급여,344,,내복,볼그레캡슐(철-아세틸트랜스페린)_(0.2g/1캡슐),1,캡슐,(주)종근당,322,379302ACH,일반의약품,,,,,,2025-12-24,,,
643301020,2026-01-01,급여,993,,내복,브레디닌정25밀리그램(미조리빈)_(25mg/1정),1,정,(주)종근당,142,196601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301030,2026-01-01,급여,1816,,내복,브레디닌정50밀리그람(미조리빈)_(50mg/1정),1,정,(주)종근당,142,196602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301091,2026-01-01,급여,2718,,내복,사이폴-엔내복액(사이클로스포린)(수출명:데나스포내복액/사이클로랄내복액)_(5g/50mL),50(1),mL/병,(주)종근당,142,194730ALQ,전문의약품,,,,,,2025-12-24,,,
643301100,2026-01-01,급여,3739,,내복,사이폴-엔연질캡슐100밀리그램(사이클로스포린)(수출명:데나스포연질캡슐100밀리그램)_(0.1g/1캡슐),1,캡슐,(주)종근당,142,194701ACS,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301110,2026-01-01,급여,976,,내복,사이폴-엔연질캡슐25밀리그램(사이클로스포린)(수출명:데나스포연질캡슐25밀리그램)_(25mg/1캡슐),1,캡슐,(주)종근당,142,194702ACS,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301131,2026-01-01,급여,8576,,주사,사이폴주(사이클로스포린)_(0.25g/5mL),5,mL/앰플,(주)종근당,142,139230BIJ,전문의약품,,,,,,2025-12-24,,,
643301260,2026-01-01,급여,159,,내복,세클로낙정(아세클로페낙)_(0.1g/1정),1,정,(주)종근당,114,100901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301480,2026-01-01,급여,663,,내복,심바로드정20밀리그람(심바스타틴)_(20mg/1정),1,정,(주)종근당,218,227801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301490,2026-01-01,급여,564,,내복,심바로드정40밀리그램(심바스타틴)_(40mg/1정),1,정,(주)종근당,218,227802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301531,2026-01-01,급여,7843,,주사,쎄릭손주1그램(세프트리악손나트륨수화물)(수출명:쎄릭손1그램정주/쎄릭손1그램근주/세피롬주1그램)_(1g/1병),1,병,(주)종근당,618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
643301541,2026-01-01,급여,11771,,주사,쎄릭손주2그램(세프트리악손나트륨수화물)/수출명:쎄릭손2그램정주(세프트리악손나트륨)/쎄릭손2그램근주(세프트리악손나트륨수화물)_(2g/1병),1,병,(주)종근당,618,128803BIJ,전문의약품,,,,,,2025-12-24,,,
643301890,2026-01-01,급여,242,,내복,에나프린정5밀리그램(에날라프릴말레산염)_(5mg/1정),1,정,(주)종근당,214,151603ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301900,2026-01-01,급여,477,,내복,에나프린정10밀리그램(에날라프릴말레산염)_(10mg/1정),1,정,(주)종근당,214,151601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643301960,2026-01-01,급여,187,,내복,엘도란트캡슐(에르도스테인)_(0.3g/1캡슐),1,캡슐,(주)종근당,222,153101ACH,일반의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643302040,2026-01-01,급여,740,,내복,오엠피정20밀리그램(오메프라졸)_(20mg/1정),1,정,(주)종근당,232,204401ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643302060,2026-01-01,급여,945,,내복,오엠피정40밀리그램(오메프라졸)_(40mg/1정),1,정,(주)종근당,232,204402ATE,전문의약품,,의약품동등,,,,2025-12-24,,,
643302630,2026-01-01,급여,1910,,내복,류마이드정20밀리그램(레프루노미드)_(20mg/1정),1,정,(주)종근당,142,434602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643302750,2026-01-01,급여,3978,,내복,칼루타미정50mg(비칼루타마이드)_(50mg/1정),1,정,(주)종근당,421,117201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643302781,2026-01-01,급여,955,,주사,종근당세파졸린주1그램(세파졸린나트륨)(수출명:씨졸주1그램/라세나졸린주1그램/오리안트주1그램)_(1g/1병),1,병,(주)종근당,618,125701BIJ,전문의약품,,,,,,2025-12-24,,,
643302871,2026-01-01,급여,2115,,주사,종근당세포탁심주0.5그램/수출명:세파크론주0.5그램/세포포르트주0.5그램(세포탁심나트륨)_(0.5g/1병),1,병,(주)종근당,618,127103BIJ,전문의약품,,,,,,2025-12-24,,,
643302881,2026-01-01,급여,3323,,주사,종근당세포탁심주1그램(세포탁심나트륨)(수출명:세파크론주1그램/세포포르트주1그램/씨케이디세파크론주1그램)_(1g/1병),1,병,(주)종근당,618,127101BIJ,전문의약품,,,,,,2025-12-24,,,
643302891,2026-01-01,급여,5515,,주사,종근당세포탁심주2그램(세포탁심나트륨)(수출명: 세파크론주2그램/ 세포포르트주2그램)_(2g/1병),1,병,(주)종근당,618,127102BIJ,전문의약품,,,,,,2025-12-24,,,
643303001,2026-01-01,급여,2159,,주사,종근당세푸록심나트륨주750밀리그램(세푸록심나트륨)(수출명:푸록심주)_(0.789g/1병),1,병,(주)종근당,618,129003BIJ,전문의약품,,,,,,2025-12-24,,,
643303190,2026-01-01,급여,738,,내복,라록시퀸정(라록시펜염산염일수화물)_(62.12mg/1정),1,정,(주)종근당,399,358001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643303341,2026-01-01,급여,4520,,주사,진보민주_(250mL),250,mL/병,(주)종근당,325,107144BIJ,전문의약품,,,,,,2025-12-24,,,
643303441,2026-01-01,급여,6790,,주사,카프솔주_(250mL),250,mL/병,(주)종근당,325,107159BIJ,전문의약품,,,,,,2025-12-24,,,
643303451,2026-01-01,급여,9732,,주사,카프솔주_(500mL),500,mL/병,(주)종근당,325,107160BIJ,전문의약품,,,,,,2025-12-24,,,
643303471,2026-01-01,급여,288925,,주사,캄토벨주(벨로테칸(CKD-602))_(2mg/1병),1,병,(주)종근당,421,452801BIJ,전문의약품,,,,,,2025-12-24,,,
643303600,2026-01-01,급여,1179,,주사,크목실린주0.6g_(1병),1,병,(주)종근당,618,328900BIJ,전문의약품,,,,,,2025-12-24,,,
643303610,2026-01-01,급여,2311,,주사,크목실린주1.2그램(주사용아목시실린나트륨.클라부란산칼륨)_(1병),1,병,(주)종근당,618,329000BIJ,전문의약품,,,,,,2025-12-24,,,
643303660,2026-01-01,급여,3861,,주사,타조페란주2.25그램_(1병),1,병,(주)종근당,618,329500BIJ,전문의약품,,,,,,2025-12-24,,,
643303670,2026-01-01,급여,5651,,주사,타조페란주4.5그램_(1병),1,병,(주)종근당,618,329600BIJ,전문의약품,,,,,,2025-12-24,,,
643303680,2026-01-01,급여,855,,내복,타크로벨캡슐0.25밀리그램(타크로리무스수화물)_(0.255mg/1캡슐),1,캡슐,(주)종근당,142,234204ACH,전문의약품,,의약품동등,,,,2025-12-24,,,
643303690,2026-01-01,급여,1696,,내복,타크로벨캡슐0.5밀리그램(타크로리무스수화물)_(0.51mg/1캡슐),1,캡슐,(주)종근당,142,234201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643303700,2026-01-01,급여,2629,,내복,타크로벨캡슐1밀리그램(타크로리무스수화물)_(1.02mg/1캡슐),1,캡슐,(주)종근당,142,234203ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643303830,2026-01-01,급여,715,,내복,파로세닌정20밀리그램(파록세틴염산염수화물)_(22.88mg/1정),1,정,(주)종근당,117,209302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643303841,2026-01-01,급여,4520,,주사,파미솔주사_(250mL),250,mL/병,(주)종근당,325,107144BIJ,전문의약품,,,,,,2025-12-24,,,
643303851,2026-01-01,급여,6103,,주사,파미솔주사_(500mL),500,mL/병,(주)종근당,325,107145BIJ,전문의약품,,,,,,2025-12-24,,,
643303870,2026-01-01,급여,11037,,내복,팜스터정750밀리그램(팜시클로비르)_(0.75g/1정),1,정,(주)종근당,629,157202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304010,2026-01-01,급여,5306,,내복,포사퀸정70밀리그람(알렌드론산나트륨)_(91.37mg/1정),1,정,(주)종근당,399,228303ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304110,2026-01-01,급여,911,,내복,프리그렐정(클로피도그렐레지네이트)_(0.15g/1정),1,정,(주)종근당,218,492501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304561,2026-01-01,급여,6047,,주사,종근당세포테탄주1그램_(1g/1병),1,병,(주)종근당,618,127201BIJ,전문의약품,,,,,,2025-12-24,,,
643304570,2026-01-01,급여,940,,내복,살로탄정100밀리그램(로자탄칼륨)_(0.1g/1정),1,정,(주)종근당,214,185702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2008-11-02
643304610,2026-01-01,급여,658,,내복,리피로우정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.85mg/1정),1,정,(주)종근당,218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304631,2026-01-01,급여,29308,,주사,타크로벨주5밀리그램(타크로리무스수화물)_(5.1mg/1mL),1,mL/앰플,(주)종근당,142,234230BIJ,전문의약품,,,,,,2025-12-24,,,
643304640,2026-01-01,급여,1322,,내복,리피로우정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),1,정,(주)종근당,218,111504ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304770,2026-01-01,급여,708,,내복,마이렙트캡슐250밀리그램(미코페놀산모페틸)_(0.25g/1캡슐),1,캡슐,(주)종근당,142,197801ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2009-05-01
643304840,2026-01-01,급여,470,,내복,칸데모어정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),1,정,(주)종근당,214,122601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
643304921,2026-01-01,급여,10448,,주사,메카펨주500밀리그램(메로페넴수화물)_(0.5g/1병),1,병,(주)종근당,618,190702BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
643305000,2026-01-01,급여,413,,내복,에스시탈정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),1,정,(주)종근당,117,474801ATB,전문의약품,,,,,,2025-12-24,,,
643305070,2026-01-01,급여,773,,내복,모놀레어정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),1,정,(주)종근당,149,374602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2011-12-27
643305110,2026-01-01,급여,8436,,내복,칼루타미정150mg(비칼루타마이드)_(0.15g/1정),1,정,(주)종근당,421,117202ATB,전문의약품,,,,,,2025-12-24,,,
643305140,2026-01-01,급여,692,,내복,칸데모어정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),1,정,(주)종근당,214,122602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
